Country,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy,log_GDP_per_capita,log_Population_mln,log_Adult_mortality
Mauritius,Africa,2004.0,13.5,15.8,163.0965,4.1,98.0,80.0,25.0,98.0,98.0,1.11,6243.0,1.22,7.8,7.7,7.0,0.0,1.0,72.3,8.739216115061744,0.19885085874516517,5.094342050169248
Mauritius,Africa,2005.0,13.4,15.6,161.214,3.83,97.0,78.0,25.0,97.0,97.0,1.08,6316.0,1.23,7.7,7.6,7.2,0.0,1.0,72.4,8.750841375375533,0.20701416938432612,5.082732674936639
Mauritius,Africa,2006.0,13.2,15.5,159.331,3.72,97.0,85.0,25.0,98.0,97.0,1.05,6593.0,1.23,7.6,7.5,7.4,0.0,1.0,72.4,8.7937637591133,0.20701416938432612,5.070983799364652
Mauritius,Africa,2007.0,13.0,15.2,157.4485,3.23,97.0,80.0,25.0,96.0,97.0,1.05,6939.0,1.24,7.5,7.4,7.6,0.0,1.0,72.6,8.844912950899548,0.2151113796169455,5.059098420667738
Mauritius,Africa,2008.0,12.7,14.9,155.438,2.47,99.0,83.0,25.0,99.0,99.0,1.05,7286.0,1.24,7.4,7.3,7.8,0.0,1.0,72.6,8.89370997756851,0.2151113796169455,5.04624693828543
Mauritius,Africa,2009.0,12.5,14.6,153.4275,2.8,99.0,85.0,25.0,99.0,99.0,1.04,7508.0,1.25,7.3,7.3,8.0,0.0,1.0,72.9,8.9237243977064,0.22314355131420976,5.03322814274889
Mauritius,Africa,2010.0,12.5,14.5,151.4165,3.15,99.0,90.0,25.0,99.0,99.0,1.01,7818.0,1.25,7.2,7.2,8.2,0.0,1.0,73.0,8.9641840463529,0.22314355131420976,5.0200343178921
Mauritius,Africa,2011.0,12.6,14.6,149.406,3.36,98.0,89.0,25.0,98.0,98.0,0.97,8124.0,1.25,7.1,7.1,8.5,0.0,1.0,73.3,9.002577922700276,0.22314355131420976,5.00666743253487
Mauritius,Africa,2012.0,13.0,14.9,147.395,3.17,98.0,90.0,25.0,98.0,98.0,0.89,8384.0,1.26,7.1,7.0,8.6,0.0,1.0,73.9,9.034080406560824,0.23111172096338664,4.993116057877318
Mauritius,Africa,2013.0,13.1,15.0,146.3845,3.17,98.0,85.0,25.0,98.0,98.0,0.81,8647.0,1.26,7.0,7.0,8.9,0.0,1.0,74.0,9.06496771896043,0.23111172096338664,4.986236721605191
Mauritius,Africa,2014.0,12.9,14.8,145.373,3.06,97.0,85.0,25.0,98.0,97.0,0.76,8955.0,1.26,7.0,6.9,9.1,0.0,1.0,74.2,9.099967314494812,0.23111172096338664,4.979302853220547
Mauritius,Africa,2015.0,12.8,14.5,144.3615,2.83,97.0,96.0,25.0,98.0,97.0,0.7,9260.0,1.26,6.9,6.8,9.1,0.0,1.0,74.4,9.133459327640225,0.23111172096338664,4.972320570410547
Mexico,North America,2000.0,23.8,28.4,129.6625,5.16,97.0,98.0,27.0,97.0,97.0,0.15,8862.0,98.9,2.0,1.9,6.7,0.0,1.0,74.3,9.089527751759436,4.594109238628667,4.864934920757946
Mexico,North America,2001.0,22.8,27.1,127.9115,5.02,97.0,99.0,27.0,97.0,97.0,0.15,8703.0,100.3,1.9,1.9,6.8,0.0,1.0,74.7,9.071423072789514,4.60816569496789,4.851338618538085
Mexico,North America,2002.0,21.9,26.0,126.16,4.92,97.0,89.0,27.0,98.0,97.0,0.15,8581.0,101.68,1.9,1.8,7.0,0.0,1.0,74.9,9.057305735807121,4.621830626881199,4.837550942654783
Mexico,North America,2003.0,21.0,24.9,125.2595,5.01,98.0,96.0,27.0,98.0,98.0,0.15,8587.0,103.08,1.9,1.8,7.1,0.0,1.0,75.1,9.058004710672485,4.635505385784164,4.83038758539203
Mexico,North America,2004.0,20.2,23.9,124.359,5.0,98.0,97.0,27.0,98.0,98.0,0.15,8801.0,104.51,1.8,1.8,7.4,0.0,1.0,75.2,9.082620630373812,4.649282760606412,4.823172543987428
Mexico,North America,2005.0,19.5,22.9,123.4585,5.03,98.0,97.0,27.0,98.0,98.0,0.15,8878.0,106.01,1.8,1.7,7.6,0.0,1.0,75.3,9.09133158539398,4.663533429285006,4.815905067207834
Mexico,North America,2006.0,18.8,22.1,122.558,5.2,98.0,91.0,27.0,98.0,98.0,0.16,9143.0,107.56,1.8,1.7,8.0,0.0,1.0,75.3,9.120743838164426,4.678048831400664,4.8085843873212735
Mexico,North America,2007.0,18.2,21.3,121.657,4.24,98.0,85.0,27.0,98.0,98.0,0.15,9214.0,109.17,1.7,1.7,8.0,0.0,1.0,75.3,9.128479345495862,4.6929063002921785,4.801205609703105
Mexico,North America,2008.0,17.6,20.6,120.3315,4.27,97.0,94.0,27.0,96.0,96.0,0.16,9181.0,110.82,1.7,1.6,8.0,0.0,1.0,75.2,9.1248914101437,4.707907263439203,4.7902504340916465
Mexico,North America,2009.0,17.0,19.9,119.005,4.37,95.0,92.0,28.0,95.0,95.0,0.16,8569.0,112.46,1.7,1.6,8.2,0.0,1.0,75.1,9.055906318669118,4.722597602864056,4.779165509035571
Mexico,North America,2010.0,16.4,19.2,117.679,4.05,93.0,91.0,28.0,95.0,95.0,0.16,8879.0,114.09,1.6,1.6,8.0,0.0,1.0,75.1,9.091444217032327,4.736987610608278,4.767960578636411
Mexico,North America,2011.0,15.9,18.5,116.3525,4.0,98.0,97.0,28.0,97.0,97.0,0.16,9076.0,115.7,1.6,1.6,8.4,0.0,1.0,75.0,9.113388845899733,4.751000634199631,4.756624376410456
Mexico,North America,2012.0,15.4,17.9,115.0265,3.86,99.0,92.0,28.0,99.0,99.0,0.16,9280.0,117.27,1.6,1.5,8.6,0.0,1.0,75.0,9.135616825780247,4.764478968472973,4.745162536599842
Mexico,North America,2013.0,14.9,17.3,113.631,3.81,82.0,76.0,28.0,83.0,83.0,0.16,9283.0,118.83,1.6,1.5,8.4,0.0,1.0,74.9,9.135940049399933,4.7776939003019345,4.732956356384022
Mexico,North America,2014.0,14.4,16.8,112.2355,3.94,84.0,95.0,28.0,87.0,87.0,0.16,9426.0,120.36,1.6,1.5,8.4,0.0,1.0,74.9,9.151227107483676,4.790487251761845,4.720599342331885
Mexico,North America,2015.0,13.9,16.2,110.8405,4.24,82.0,96.0,28.0,87.0,87.0,0.16,9617.0,121.86,1.5,1.5,8.6,0.0,1.0,74.9,9.171287644712482,4.802872844820349,4.7080922309914595
"Micronesia, Fed. Sts.",Oceania,2000.0,30.8,37.8,184.963,2.23,87.0,65.0,29.0,85.0,85.0,0.17,2895.0,0.11,0.3,0.3,4.8,0.0,1.0,64.6,7.970740390007095,-2.2072749131897207,5.220155805075658
"Micronesia, Fed. Sts.",Oceania,2001.0,30.0,36.7,183.8285,2.83,81.0,65.0,29.0,79.0,75.0,0.17,2964.0,0.11,0.3,0.2,5.1,0.0,1.0,64.7,7.994294986415977,-2.2072749131897207,5.214003257748711
"Micronesia, Fed. Sts.",Oceania,2002.0,29.4,35.9,182.694,2.79,85.0,65.0,29.0,84.0,84.0,0.17,2984.0,0.11,0.2,0.2,5.3,0.0,1.0,64.9,8.001019961323651,-2.2072749131897207,5.207812622122197
"Micronesia, Fed. Sts.",Oceania,2003.0,29.0,35.2,180.9535,3.16,89.0,65.0,29.0,88.0,92.0,0.17,3035.0,0.11,0.2,0.2,5.5,0.0,1.0,65.1,8.017966703493599,-2.2072749131897207,5.198240092182458
"Micronesia, Fed. Sts.",Oceania,2004.0,28.7,34.8,179.2125,2.03,80.0,65.0,29.0,82.0,78.0,0.17,2949.0,0.11,0.2,0.2,5.8,0.0,1.0,65.3,7.989221408815276,-2.2072749131897207,5.188572252572387
"Micronesia, Fed. Sts.",Oceania,2005.0,28.6,34.7,177.472,1.9,91.0,65.0,29.0,94.0,94.0,0.17,3023.0,0.11,0.2,0.2,6.0,0.0,1.0,65.5,8.014004994779459,-2.2072749131897207,5.178812849993313
"Micronesia, Fed. Sts.",Oceania,2006.0,28.5,34.6,175.731,1.73,84.0,65.0,29.0,81.0,67.0,0.17,3042.0,0.11,0.2,0.2,6.3,0.0,1.0,65.7,8.020270472819238,-2.2072749131897207,5.168954416738563
"Micronesia, Fed. Sts.",Oceania,2007.0,28.4,34.5,173.9905,1.63,90.0,65.0,29.0,79.0,79.0,0.17,3013.0,0.1,0.2,0.2,6.5,0.0,1.0,65.9,8.0106915391303,-2.3025850929940455,5.159000700022871
"Micronesia, Fed. Sts.",Oceania,2008.0,28.2,34.2,172.9955,1.97,89.0,65.0,29.0,88.0,85.0,0.17,2966.0,0.1,0.2,0.2,6.7,0.0,1.0,66.1,7.994969522697877,-2.3025850929940455,5.153265582598778
"Micronesia, Fed. Sts.",Oceania,2009.0,27.8,33.7,172.001,2.05,89.0,65.0,29.0,81.0,91.0,0.17,3015.0,0.1,0.2,0.2,7.0,0.0,1.0,66.3,8.011355109161286,-2.3025850929940455,5.147500290750041
"Micronesia, Fed. Sts.",Oceania,2010.0,27.4,33.1,171.007,1.75,88.0,65.0,29.0,85.0,85.0,0.17,3085.0,0.1,0.2,0.2,7.2,0.0,1.0,66.5,8.034306936339489,-2.3025850929940455,5.141704491337332
"Micronesia, Fed. Sts.",Oceania,2011.0,26.8,32.3,170.0125,1.87,83.0,65.0,29.0,83.0,84.0,0.17,3167.0,0.1,0.2,0.2,7.4,0.0,1.0,66.6,8.06054004653864,-2.3025850929940455,5.135871963758872
"Micronesia, Fed. Sts.",Oceania,2012.0,26.2,31.6,169.018,2.89,82.0,65.0,29.0,81.0,81.0,0.17,3076.0,0.1,0.2,0.2,7.7,0.0,1.0,66.8,8.031385330625534,-2.3025850929940455,5.130005218127145
"Micronesia, Fed. Sts.",Oceania,2013.0,25.6,30.7,167.636,1.6,83.0,65.0,30.0,81.0,81.0,0.17,2923.0,0.11,0.2,0.2,8.0,0.0,1.0,67.0,7.980365765111246,-2.2072749131897207,5.121794962118419
"Micronesia, Fed. Sts.",Oceania,2014.0,24.9,29.9,166.2535,1.51,81.0,65.0,30.0,76.0,77.0,0.17,2815.0,0.11,0.2,0.2,8.0,0.0,1.0,67.2,7.942717540573791,-2.2072749131897207,5.113513731945939
"Micronesia, Fed. Sts.",Oceania,2015.0,24.2,28.9,164.871,1.59,78.0,65.0,30.0,71.0,72.0,0.17,2907.0,0.11,0.2,0.2,8.0,0.0,1.0,67.3,7.9748769005588755,-2.2072749131897207,5.1051633499395415
Moldova,Rest of Europe,2000.0,26.2,31.5,241.2055,6.76,92.0,92.0,26.0,97.0,95.0,0.23,1338.0,2.92,3.6,3.7,9.0,0.0,1.0,67.0,7.198931240688173,1.0715836162801904,5.485649267246454
Moldova,Rest of Europe,2001.0,23.9,28.6,238.655,6.34,94.0,92.0,26.0,98.0,97.0,0.25,1423.0,2.92,3.5,3.6,9.3,0.0,1.0,67.2,7.260522598089852,1.0715836162801904,5.475018994416175
Moldova,Rest of Europe,2002.0,21.7,25.8,236.105,5.84,99.0,92.0,26.0,98.0,97.0,0.28,1538.0,2.91,3.4,3.6,9.6,0.0,1.0,67.4,7.338238150065589,1.0681530811834012,5.4642766213344025
Moldova,Rest of Europe,2003.0,19.8,23.3,234.529,6.27,99.0,92.0,26.0,98.0,98.0,0.32,1644.0,2.9,3.3,3.5,9.8,0.0,1.0,67.5,7.404887575616125,1.0647107369924282,5.457579247617553
Moldova,Rest of Europe,2004.0,18.3,21.5,232.9535,7.61,99.0,92.0,26.0,98.0,98.0,0.35,1770.0,2.9,3.2,3.4,10.1,0.0,1.0,67.7,7.478734825567875,1.0647107369924282,5.450838862833344
Moldova,Rest of Europe,2005.0,17.1,20.1,231.378,11.81,99.0,92.0,26.0,99.0,98.0,0.39,1907.0,2.89,3.1,3.3,10.4,0.0,1.0,67.8,7.553286605600419,1.0612565021243408,5.444052736773948
Moldova,Rest of Europe,2006.0,16.3,19.0,229.8025,7.94,98.0,92.0,26.0,98.0,97.0,0.42,2004.0,2.88,3.1,3.3,10.6,0.0,1.0,68.0,7.602900462204755,1.0577902941478545,5.437220244380718
Moldova,Rest of Europe,2007.0,15.7,18.3,228.2265,7.81,95.0,92.0,26.0,93.0,92.0,0.44,2069.0,2.87,3.0,3.2,10.9,0.0,1.0,68.3,7.634820677745543,1.0543120297715298,5.430338556890932
Moldova,Rest of Europe,2008.0,15.3,17.8,217.857,7.72,97.0,92.0,27.0,96.0,90.0,0.43,2235.0,2.87,2.9,3.1,10.9,0.0,1.0,68.7,7.711996507047669,1.0543120297715298,5.383838884248279
Moldova,Rest of Europe,2009.0,15.0,17.4,207.4875,6.24,89.0,92.0,27.0,87.0,85.0,0.43,2103.0,2.86,2.9,3.1,11.0,0.0,1.0,69.1,7.6511201757027,1.0508216248317612,5.335071096892338
Moldova,Rest of Europe,2010.0,14.7,17.1,197.1175,6.92,98.0,92.0,27.0,97.0,90.0,0.42,2255.0,2.86,2.8,3.0,11.1,0.0,1.0,69.6,7.720905251936779,1.0508216248317612,5.283799997634859
Moldova,Rest of Europe,2011.0,14.5,16.8,186.748,8.21,96.0,92.0,27.0,96.0,93.0,0.41,2388.0,2.86,2.8,3.0,11.1,0.0,1.0,70.1,7.778211474512493,1.0508216248317612,5.229760114450894
Moldova,Rest of Europe,2012.0,14.2,16.5,176.378,8.3,94.0,92.0,27.0,92.0,92.0,0.39,2374.0,2.86,2.7,2.9,11.4,0.0,1.0,70.6,7.772331575169614,1.0508216248317612,5.172629419241646
Moldova,Rest of Europe,2013.0,14.0,16.3,174.6775,8.48,91.0,92.0,27.0,92.0,90.0,0.37,2589.0,2.86,2.7,2.9,11.6,0.0,1.0,71.0,7.859026979751538,1.0508216248317612,5.162941416630355
Moldova,Rest of Europe,2014.0,13.7,16.0,172.978,7.4,92.0,92.0,27.0,92.0,90.0,0.36,2720.0,2.86,2.7,2.8,11.6,0.0,1.0,71.3,7.908387159290043,1.0508216248317612,5.153164418781232
Moldova,Rest of Europe,2015.0,13.6,15.8,171.2775,6.76,88.0,92.0,27.0,88.0,87.0,0.36,2732.0,2.83,2.7,2.8,11.6,0.0,1.0,71.5,7.912789220690681,1.0402767116551463,5.14328504819172
Mongolia,Asia,2000.0,48.6,63.5,268.2505,2.15,93.0,75.0,24.0,94.0,94.0,0.01,1592.0,2.4,2.6,2.6,8.2,0.0,1.0,62.9,7.3727463664043285,0.8754687373538999,5.591921245441969
Mongolia,Asia,2001.0,45.3,58.5,266.119,2.18,95.0,95.0,24.0,95.0,95.0,0.01,1624.0,2.42,2.5,2.6,8.3,0.0,1.0,63.3,7.392647520721623,0.883767540168595,5.583943577163335
Mongolia,Asia,2002.0,42.0,53.7,263.9875,2.41,98.0,96.0,25.0,98.0,98.0,0.01,1685.0,2.44,2.4,2.5,8.4,0.0,1.0,63.8,7.429520842786462,0.8919980393051105,5.575901753540493
Mongolia,Asia,2003.0,38.9,49.1,260.269,1.67,98.0,98.0,25.0,98.0,98.0,0.02,1784.0,2.47,2.4,2.5,8.4,0.0,1.0,64.2,7.486613313139955,0.9042181506398859,5.561715711554521
Mongolia,Asia,2004.0,35.9,44.9,256.5495,1.7,98.0,98.0,25.0,99.0,99.0,0.02,1952.0,2.5,2.3,2.4,8.5,0.0,1.0,64.7,7.5766097669730375,0.9162907318741551,5.547321628448246
Mongolia,Asia,2005.0,33.1,40.9,252.831,5.17,98.0,98.0,25.0,99.0,99.0,0.02,2068.0,2.53,2.3,2.4,8.6,0.0,1.0,65.1,7.63433723562832,0.9282193027394288,5.532721281336956
Mongolia,Asia,2006.0,30.5,37.4,249.112,4.59,98.0,96.0,25.0,98.0,99.0,0.02,2217.0,2.56,2.2,2.4,8.8,0.0,1.0,65.5,7.7039102096163115,0.9400072584914712,5.51790259453216
Mongolia,Asia,2007.0,28.1,34.1,245.3935,9.12,98.0,97.0,25.0,99.0,95.0,0.02,2411.0,2.59,2.2,2.4,8.9,0.0,1.0,66.0,7.787796878181171,0.9516578757114463,5.502863044558452
Mongolia,Asia,2008.0,25.9,31.2,240.3135,8.92,96.0,96.0,25.0,95.0,96.0,0.02,2588.0,2.63,2.2,2.3,9.0,0.0,1.0,66.4,7.858640655620791,0.9669838461896731,5.48194432093968
Mongolia,Asia,2009.0,23.9,28.6,235.233,6.56,97.0,97.0,25.0,96.0,95.0,0.02,2515.0,2.67,2.2,2.3,9.1,0.0,1.0,66.9,7.83002808253384,0.9820784724121582,5.460576512304938
Mongolia,Asia,2010.0,22.1,26.3,230.153,7.73,96.0,95.0,25.0,96.0,96.0,0.02,2630.0,2.72,2.2,2.3,9.5,0.0,1.0,67.4,7.874739125171811,1.000631880307906,5.438744305155485
Mongolia,Asia,2011.0,20.6,24.4,225.0725,6.65,99.0,98.0,26.0,99.0,99.0,0.02,3028.0,2.77,2.2,2.3,9.8,0.0,1.0,67.8,8.01565761455734,1.0188473201992472,5.416422572524211
Mongolia,Asia,2012.0,19.4,22.8,219.993,7.53,99.0,98.0,26.0,99.0,99.0,0.02,3336.0,2.82,2.2,2.3,9.9,0.0,1.0,68.2,8.112527763478637,1.0367368849500223,5.3935957276643345
Mongolia,Asia,2013.0,18.3,21.5,217.6085,12.58,98.0,97.0,26.0,98.0,98.0,0.02,3651.0,2.88,2.2,2.3,10.0,0.0,1.0,68.6,8.202756381655638,1.0577902941478545,5.382697576718868
Mongolia,Asia,2014.0,17.4,20.4,215.2245,9.88,99.0,98.0,26.0,99.0,99.0,0.02,3860.0,2.94,2.2,2.3,10.1,0.0,1.0,68.9,8.258422462458876,1.0784095813505903,5.371681669391128
Mongolia,Asia,2015.0,16.6,19.4,212.841,8.35,99.0,98.0,26.0,99.0,99.0,0.01,3875.0,3.0,2.2,2.3,10.1,0.0,1.0,69.1,8.262300941787448,1.0986122886681098,5.360545408082101
Montenegro,Rest of Europe,2000.0,12.5,14.2,138.1465,10.25,91.0,96.0,25.0,92.0,91.0,0.01,4432.0,0.6,2.6,2.7,10.3,0.0,1.0,73.2,8.39660622842712,-0.5108256237659907,4.92831471626746
Montenegro,Rest of Europe,2001.0,12.0,13.6,138.1465,10.22,91.0,95.0,25.0,92.0,91.0,0.02,4462.0,0.61,2.5,2.6,10.3,0.0,1.0,73.2,8.403352374992478,-0.4942963218147801,4.92831471626746
Montenegro,Rest of Europe,2002.0,11.4,12.9,138.1465,10.24,91.0,96.0,25.0,92.0,91.0,0.02,4529.0,0.61,2.5,2.5,10.3,0.0,1.0,73.2,8.418256443556213,-0.4942963218147801,4.92831471626746
Montenegro,Rest of Europe,2003.0,10.6,12.2,135.7445,10.3,91.0,96.0,26.0,92.0,91.0,0.02,4623.0,0.61,2.4,2.4,10.3,0.0,1.0,73.3,8.438799123988225,-0.4942963218147801,4.910774442339489
Montenegro,Rest of Europe,2004.0,9.9,11.4,133.3415,10.12,91.0,95.0,26.0,92.0,91.0,0.02,4819.0,0.61,2.3,2.4,10.4,0.0,1.0,73.4,8.480321716640333,-0.4942963218147801,4.892913506564168
Montenegro,Rest of Europe,2005.0,9.2,10.5,130.9385,10.3,91.0,96.0,26.0,92.0,92.0,0.03,5013.0,0.61,2.3,2.3,10.5,0.0,1.0,74.0,8.519789817263504,-0.4942963218147801,4.874727747318797
Montenegro,Rest of Europe,2006.0,8.4,9.7,128.5365,10.38,90.0,96.0,26.0,90.0,90.0,0.03,5436.0,0.62,2.2,2.2,10.7,0.0,1.0,73.8,8.600798775271034,-0.4780358009429998,4.856212910694257
Montenegro,Rest of Europe,2007.0,7.7,8.9,126.1335,9.68,90.0,95.0,26.0,92.0,92.0,0.03,5798.0,0.62,2.1,2.2,10.8,0.0,1.0,74.3,8.6652683094816,-0.4780358009429998,4.837340869861806
Montenegro,Rest of Europe,2008.0,7.0,8.1,122.2765,10.89,93.0,96.0,26.0,95.0,95.0,0.03,6206.0,0.62,2.1,2.1,10.9,0.0,1.0,75.1,8.733271845008325,-0.4780358009429998,4.80628487378015
Montenegro,Rest of Europe,2009.0,6.3,7.4,118.42,10.17,87.0,96.0,26.0,91.0,92.0,0.03,5834.0,0.62,2.0,2.1,11.0,0.0,1.0,75.1,8.671458150427666,-0.4780358009429998,4.77423762710363
Montenegro,Rest of Europe,2010.0,5.7,6.7,114.563,9.94,90.0,97.0,26.0,93.0,94.0,0.03,5982.0,0.62,2.0,2.0,11.1,0.0,1.0,76.0,8.696510239189893,-0.4780358009429998,4.741124890020296
Montenegro,Rest of Europe,2011.0,5.1,6.1,110.706,9.02,91.0,97.0,26.0,95.0,95.0,0.03,6169.0,0.62,1.9,2.0,11.1,0.0,1.0,76.0,8.72729202920964,-0.4780358009429998,4.7068780387878
Montenegro,Rest of Europe,2012.0,4.6,5.5,106.849,9.37,90.0,97.0,26.0,94.0,94.0,0.03,5996.0,0.62,1.9,1.9,11.2,0.0,1.0,76.2,8.698847859222488,-0.4780358009429998,4.671416622806996
Montenegro,Rest of Europe,2013.0,4.1,4.9,104.853,9.62,90.0,94.0,26.0,94.0,94.0,0.03,6203.0,0.62,1.8,1.9,11.2,0.0,1.0,76.5,8.732788324973118,-0.4780358009429998,4.652559369241895
Montenegro,Rest of Europe,2014.0,3.7,4.4,102.857,8.55,87.0,95.0,26.0,91.0,91.0,0.03,6307.0,0.62,1.8,1.9,11.3,0.0,1.0,76.4,8.749415406663651,-0.4780358009429998,4.633339674064934
Montenegro,Rest of Europe,2015.0,3.3,4.0,100.861,8.49,82.0,94.0,27.0,89.0,89.0,0.03,6517.0,0.62,1.8,1.8,11.3,0.0,1.0,76.4,8.78216942633238,-0.4780358009429998,4.6137433313327225
Morocco,Africa,2000.0,43.9,52.3,152.9405,0.45,43.0,92.0,25.0,95.0,95.0,0.06,1763.0,28.79,6.7,6.6,3.4,0.0,1.0,68.7,7.47477218239787,3.3600281046240843,5.030048956866652
Morocco,Africa,2001.0,42.3,50.1,146.7395,0.45,84.0,91.0,25.0,93.0,96.0,0.06,1870.0,29.13,6.7,6.5,3.5,0.0,1.0,69.2,7.533693709848633,3.3717685709713434,4.9886589058928275
Morocco,Africa,2002.0,40.6,48.0,140.5375,0.46,92.0,92.0,25.0,94.0,94.0,0.06,1905.0,29.45,6.6,6.5,3.6,0.0,1.0,69.8,7.552237287560802,3.3826939100975957,4.945474357075878
Morocco,Africa,2003.0,39.0,45.9,131.523,0.48,90.0,92.0,25.0,91.0,91.0,0.06,1995.0,29.78,6.6,6.4,3.7,0.0,1.0,70.4,7.598399329323964,3.393837027255863,4.879181741266699
Morocco,Africa,2004.0,37.2,43.7,122.5085,0.47,95.0,91.0,25.0,97.0,97.0,0.06,2066.0,30.12,6.5,6.4,3.8,0.0,1.0,71.1,7.633369649679584,3.405189402931693,4.808180415332664
Morocco,Africa,2005.0,35.5,41.5,113.494,0.46,96.0,92.0,25.0,98.0,98.0,0.05,2109.0,30.46,6.5,6.3,3.9,0.0,1.0,71.7,7.653969180478774,3.4164143474670157,4.731749972088013
Morocco,Africa,2006.0,33.6,39.3,104.479,0.48,95.0,92.0,25.0,97.0,97.0,0.05,2242.0,30.8,6.4,6.3,4.0,0.0,1.0,72.4,7.715123603632105,3.427514689979529,4.648986094272516
Morocco,Africa,2007.0,31.8,37.1,95.4645,0.48,95.0,92.0,25.0,95.0,95.0,0.05,2295.0,31.16,6.4,6.3,4.0,0.0,1.0,73.0,7.738488122494646,3.4391352210025476,4.558754450630107
Morocco,Africa,2008.0,30.1,35.0,91.2925,0.5,97.0,71.0,25.0,99.0,99.0,0.05,2402.0,31.54,6.4,6.3,4.1,0.0,1.0,73.5,7.784057002639929,3.451256581534892,4.5140686374577985
Morocco,Africa,2009.0,28.4,33.0,87.1205,0.53,98.0,72.0,25.0,99.0,99.0,0.05,2473.0,31.93,6.4,6.2,4.2,0.0,1.0,74.0,7.813187267521416,3.4635460067266908,4.46729221781852
Morocco,Africa,2010.0,26.8,31.2,82.9485,0.47,98.0,73.0,25.0,99.0,99.0,0.05,2534.0,32.34,6.3,6.2,4.2,0.0,1.0,74.4,7.837554360881084,3.4763048541489607,4.4182199332903105
Morocco,Africa,2011.0,25.3,29.5,78.776,0.46,98.0,68.0,26.0,98.0,99.0,0.05,2631.0,32.78,6.3,6.2,4.4,0.0,1.0,74.7,7.875119281040293,3.4898185733156835,4.366608381945501
Morocco,Africa,2012.0,23.9,27.8,74.6045,0.46,99.0,75.0,26.0,99.0,99.0,0.04,2673.0,33.24,6.3,6.2,4.6,0.0,1.0,75.0,7.890956716138919,3.5037539699872475,4.312200827106252
Morocco,Africa,2013.0,22.6,26.3,73.374,0.46,99.0,75.0,26.0,99.0,99.0,0.04,2755.0,33.72,6.4,6.2,4.8,0.0,1.0,75.2,7.9211727215870145,3.518091133133655,4.295569649435288
Morocco,Africa,2014.0,21.3,24.9,72.144,0.41,99.0,54.0,26.0,99.0,99.0,0.04,2789.0,34.19,6.4,6.2,5.0,0.0,1.0,75.5,7.933438387627489,3.5319332036512097,4.2786641216787284
Morocco,Africa,2015.0,20.2,23.5,70.9135,0.39,99.0,95.0,26.0,99.0,99.0,0.03,2875.0,34.66,6.4,6.2,5.0,0.0,1.0,75.7,7.963807953231451,3.54558628428746,4.261460824439382
Mozambique,Africa,2000.0,112.4,170.4,436.473,0.65,76.0,64.0,22.0,69.0,70.0,3.5,295.0,17.71,4.2,4.1,2.2,0.0,1.0,48.9,5.68697535633982,2.8741294517947424,6.078726517696413
Mozambique,Africa,2001.0,106.1,161.0,440.8905,0.65,76.0,64.0,22.0,72.0,73.0,3.5,321.0,18.22,4.1,4.0,2.4,0.0,1.0,49.3,5.771441123130016,2.9025198918318122,6.088796545295739
Mozambique,Africa,2002.0,100.3,152.6,445.308,0.66,76.0,64.0,22.0,76.0,76.0,3.5,341.0,18.76,4.0,4.0,2.5,0.0,1.0,49.6,5.831882477283517,2.9317269435780786,6.098766177582854
Mozambique,Africa,2003.0,95.3,145.0,436.671,0.6,76.0,64.0,22.0,67.0,85.0,3.5,353.0,19.33,4.0,3.9,2.6,0.0,1.0,49.9,5.8664680569332965,2.9616582932202395,6.079180051141971
Mozambique,Africa,2004.0,90.8,138.2,428.034,0.59,76.0,64.0,22.0,69.0,83.0,3.5,370.0,19.91,3.9,3.8,2.8,0.0,1.0,50.1,5.91350300563827,2.991222118076105,6.059202631679003
Mozambique,Africa,2005.0,86.9,132.0,419.3965,0.6,75.0,64.0,22.0,71.0,80.0,3.5,384.0,20.49,3.9,3.8,2.9,0.0,1.0,50.4,5.950642552587727,3.0199369622508083,6.038816773177872
Mozambique,Africa,2006.0,83.2,126.2,410.7595,0.59,75.0,64.0,22.0,73.0,78.0,3.5,409.0,21.08,3.8,3.7,2.9,0.0,1.0,50.6,6.013715156042802,3.0483247236731614,6.018007885073535
Mozambique,Africa,2007.0,78.0,118.8,402.122,0.69,75.0,64.0,22.0,75.0,75.0,3.5,429.0,21.67,3.8,3.7,3.0,0.0,1.0,50.9,6.061456918928017,3.075928815548268,5.99675552516456
Mozambique,Africa,2008.0,75.6,112.9,395.4425,0.74,75.0,64.0,22.0,74.0,75.0,3.5,448.0,22.28,3.7,3.7,3.1,0.0,1.0,51.3,6.104793232414985,3.1036894150590832,5.980005391050336
Mozambique,Africa,2009.0,72.7,107.3,388.763,0.69,74.0,64.0,22.0,74.0,74.0,3.5,463.0,22.89,3.7,3.6,3.1,0.0,1.0,51.7,6.137727054086234,3.1307001339644756,5.9629699034487915
Mozambique,Africa,2010.0,72.5,104.9,382.0835,0.79,74.0,64.0,22.0,73.0,74.0,3.5,480.0,23.53,3.7,3.6,3.2,0.0,1.0,52.3,6.173786103901937,3.158276202739271,5.945639171107486
